"University of California Statewide Integrated Pest Management Program"
" "
"How to Manage Pests"
"Degree-Days: Custom Calculation"
" "
"Store results in comma delimited data file format"
" "
"=----------------------------------------------------------------------------------"
" "
"   Lower/upper threshold: 50/70°F"
"   Calculation/upper cutoff method: single triangle/vertical"
" "
"   Temperature data file: "
"   Time period: 1/1/2020 to 12/31/2020, retrieved on August 2, 2022 (366 days)"
" "
"       To save this text, you can:"
"       Select SAVE AS and TEXT from the top menu of your browser, or"
"       copy and paste the data to a new document in a word processor"
"       and save it as text."
" "
" "
"=----------------------------------------------------------------------------------"
" "
"Variable   Description                   Units"
"   1       Date"
"   2       Temperature, minimum          °F"
"   3       Temperature, maximum          °F"
"   4       Daily degree-days"
"   5       Accumulated degree-days"
" "
"Date","Temp min","Temp max","Daily DD","Accumulated DD"
11/10/2020 ,29,63,2.49,1528.77
11/11/2020 ,45,67,6.57,1535.33
11/12/2020 ,29,63,2.49,1537.82
11/13/2020 ,43,57,1.75,1539.57
11/14/2020 ,37,61,2.52,1542.09
11/15/2020 ,36,69,5.47,1547.56
11/16/2020 ,38,68,5.40,1552.96
11/17/2020 ,43,64,4.67,1557.63
11/18/2020 ,43,65,5.11,1562.74
11/19/2020 ,42,63,4.02,1566.76
11/20/2020 ,36,66,4.27,1571.03
11/21/2020 ,42,63,4.02,1575.06
11/22/2020 ,31,65,3.31,1578.36
11/23/2020 ,36,66,4.27,1582.63
11/24/2020 ,39,65,4.33,1586.96
11/25/2020 ,41,63,3.84,1590.80
11/26/2020 ,51,63,7.00,1597.80
11/27/2020 ,34,62,2.57,1600.37
11/28/2020 ,29,64,2.80,1603.17
11/29/2020 ,29,64,2.80,1605.97
11/30/2020 ,30,67,3.91,1609.88
12/1/2020  ,39,61,2.75,1612.63
12/2/2020  ,31,69,4.75,1617.38
12/3/2020  ,39,60,2.38,1619.76
12/4/2020  ,33,69,5.01,1624.77
12/5/2020  ,31,62,2.32,1627.09
12/6/2020  ,37,67,4.82,1631.91
12/7/2020  ,57,72,11.70,1643.61
12/8/2020  ,36,69,5.47,1649.08
12/9/2020  ,41,60,2.63,1651.71
12/10/2020 ,43,69,6.94,1658.65
12/11/2020 ,39,55,0.78,1659.43
12/12/2020 ,41,57,1.53,1660.97
12/13/2020 ,42,54,0.67,1661.63
12/14/2020 ,36,58,1.45,1663.09
12/15/2020 ,37,56,0.95,1664.03
12/16/2020 ,37,55,0.69,1664.73
12/17/2020 ,42,59,2.38,1667.11
12/18/2020 ,36,56,0.90,1668.01
12/19/2020 ,31,58,1.19,1669.20
12/20/2020 ,37,53,0.28,1669.48
12/21/2020 ,31,50,0.00,1669.48
12/22/2020 ,38,60,2.27,1671.75
12/23/2020 ,32,55,0.54,1672.29
12/24/2020 ,31,55,0.52,1672.81
12/25/2020 ,37,54,0.47,1673.28
12/26/2020 ,43,61,3.36,1676.65
12/27/2020 ,36,54,0.44,1677.09
12/28/2020 ,38,54,0.50,1677.59
12/29/2020 ,38,54,0.50,1678.09
12/30/2020 ,38,54,0.50,1678.59
12/31/2020 ,38,55,0.74,1679.33
