"University of California Statewide Integrated Pest Management Program"
" "
"How to Manage Pests"
"Degree-Days: Custom Calculation"
" "
"Store results in comma delimited data file format"
" "
"=----------------------------------------------------------------------------------"
" "
"   Lower/upper threshold: 50/70°F"
"   Calculation/upper cutoff method: single triangle/horizontal"
" "
"   Temperature data file: "
"   Time period: 1/1/2020 to 12/31/2020, retrieved on August 2, 2022 (366 days)"
" "
"       To save this text, you can:"
"       Select SAVE AS and TEXT from the top menu of your browser, or"
"       copy and paste the data to a new document in a word processor"
"       and save it as text."
" "
" "
"=----------------------------------------------------------------------------------"
" "
"Variable   Description                   Units"
"   1       Date"
"   2       Temperature, minimum          °F"
"   3       Temperature, maximum          °F"
"   4       Daily degree-days"
"   5       Accumulated degree-days"
" "
"Date","Temp min","Temp max","Daily DD","Accumulated DD"
11/7/2020  ,46,71,8.80,3933.07
11/8/2020  ,48,59,3.68,3936.75
11/9/2020  ,35,58,1.39,3938.14
11/10/2020 ,29,63,2.49,3940.63
11/11/2020 ,45,67,6.57,3947.19
11/12/2020 ,29,63,2.49,3949.68
11/13/2020 ,43,57,1.75,3951.43
11/14/2020 ,37,61,2.52,3953.95
11/15/2020 ,36,69,5.47,3959.42
11/16/2020 ,38,68,5.40,3964.82
11/17/2020 ,43,64,4.67,3969.49
11/18/2020 ,43,65,5.11,3974.60
11/19/2020 ,42,63,4.02,3978.62
11/20/2020 ,36,66,4.27,3982.89
11/21/2020 ,42,63,4.02,3986.91
11/22/2020 ,31,65,3.31,3990.22
11/23/2020 ,36,66,4.27,3994.49
11/24/2020 ,39,65,4.33,3998.82
11/25/2020 ,41,63,3.84,4002.66
11/26/2020 ,51,63,7.00,4009.66
11/27/2020 ,34,62,2.57,4012.23
11/28/2020 ,29,64,2.80,4015.03
11/29/2020 ,29,64,2.80,4017.83
11/30/2020 ,30,67,3.91,4021.73
12/1/2020  ,39,61,2.75,4024.48
12/2/2020  ,31,69,4.75,4029.23
12/3/2020  ,39,60,2.38,4031.62
12/4/2020  ,33,69,5.01,4036.63
12/5/2020  ,31,62,2.32,4038.95
12/6/2020  ,37,67,4.82,4043.77
12/7/2020  ,57,72,14.37,4058.14
12/8/2020  ,36,69,5.47,4063.60
12/9/2020  ,41,60,2.63,4066.24
12/10/2020 ,43,69,6.94,4073.18
12/11/2020 ,39,55,0.78,4073.96
12/12/2020 ,41,57,1.53,4075.49
12/13/2020 ,42,54,0.67,4076.16
12/14/2020 ,36,58,1.45,4077.61
12/15/2020 ,37,56,0.95,4078.56
12/16/2020 ,37,55,0.69,4079.25
12/17/2020 ,42,59,2.38,4081.64
12/18/2020 ,36,56,0.90,4082.54
12/19/2020 ,31,58,1.19,4083.72
12/20/2020 ,37,53,0.28,4084.00
12/21/2020 ,31,50,0.00,4084.00
12/22/2020 ,38,60,2.27,4086.28
12/23/2020 ,32,55,0.54,4086.82
12/24/2020 ,31,55,0.52,4087.34
12/25/2020 ,37,54,0.47,4087.81
12/26/2020 ,43,61,3.36,4091.17
12/27/2020 ,36,54,0.44,4091.62
12/28/2020 ,38,54,0.50,4092.12
12/29/2020 ,38,54,0.50,4092.62
12/30/2020 ,38,54,0.50,4093.12
12/31/2020 ,38,55,0.74,4093.85
