"University of California Statewide Integrated Pest Management Program"
" "
"How to Manage Pests"
"Degree-Days: Custom Calculation"
" "
"Store results in comma delimited data file format"
" "
"=----------------------------------------------------------------------------------"
" "
"   Lower/upper threshold: 50/70°F"
"   Calculation/upper cutoff method: single triangle/intermediate"
" "
"   Temperature data file: "
"   Time period: 1/1/2020 to 12/31/2020, retrieved on August 2, 2022 (366 days)"
" "
"       To save this text, you can:"
"       Select SAVE AS and TEXT from the top menu of your browser, or"
"       copy and paste the data to a new document in a word processor"
"       and save it as text."
" "
" "
"=----------------------------------------------------------------------------------"
" "
"Variable   Description                   Units"
"   1       Date"
"   2       Temperature, minimum          °F"
"   3       Temperature, maximum          °F"
"   4       Daily degree-days"
"   5       Accumulated degree-days"
" "
"Date","Temp min","Temp max","Daily DD","Accumulated DD"
11/8/2020  ,48,59,3.68,2651.61
11/9/2020  ,35,58,1.39,2653.00
11/10/2020 ,29,63,2.49,2655.48
11/11/2020 ,45,67,6.57,2662.05
11/12/2020 ,29,63,2.49,2664.54
11/13/2020 ,43,57,1.75,2666.29
11/14/2020 ,37,61,2.52,2668.81
11/15/2020 ,36,69,5.47,2674.28
11/16/2020 ,38,68,5.40,2679.68
11/17/2020 ,43,64,4.67,2684.34
11/18/2020 ,43,65,5.11,2689.46
11/19/2020 ,42,63,4.02,2693.48
11/20/2020 ,36,66,4.27,2697.75
11/21/2020 ,42,63,4.02,2701.77
11/22/2020 ,31,65,3.31,2705.08
11/23/2020 ,36,66,4.27,2709.35
11/24/2020 ,39,65,4.33,2713.67
11/25/2020 ,41,63,3.84,2717.52
11/26/2020 ,51,63,7.00,2724.52
11/27/2020 ,34,62,2.57,2727.09
11/28/2020 ,29,64,2.80,2729.89
11/29/2020 ,29,64,2.80,2732.69
11/30/2020 ,30,67,3.91,2736.59
12/1/2020  ,39,61,2.75,2739.34
12/2/2020  ,31,69,4.75,2744.09
12/3/2020  ,39,60,2.38,2746.47
12/4/2020  ,33,69,5.01,2751.49
12/5/2020  ,31,62,2.32,2753.81
12/6/2020  ,37,67,4.82,2758.63
12/7/2020  ,57,72,14.23,2772.86
12/8/2020  ,36,69,5.47,2778.33
12/9/2020  ,41,60,2.63,2780.96
12/10/2020 ,43,69,6.94,2787.90
12/11/2020 ,39,55,0.78,2788.68
12/12/2020 ,41,57,1.53,2790.22
12/13/2020 ,42,54,0.67,2790.88
12/14/2020 ,36,58,1.45,2792.34
12/15/2020 ,37,56,0.95,2793.28
12/16/2020 ,37,55,0.69,2793.98
12/17/2020 ,42,59,2.38,2796.36
12/18/2020 ,36,56,0.90,2797.26
12/19/2020 ,31,58,1.19,2798.45
12/20/2020 ,37,53,0.28,2798.73
12/21/2020 ,31,50,0.00,2798.73
12/22/2020 ,38,60,2.27,2801.00
12/23/2020 ,32,55,0.54,2801.54
12/24/2020 ,31,55,0.52,2802.06
12/25/2020 ,37,54,0.47,2802.54
12/26/2020 ,43,61,3.36,2805.90
12/27/2020 ,36,54,0.44,2806.34
12/28/2020 ,38,54,0.50,2806.84
12/29/2020 ,38,54,0.50,2807.34
12/30/2020 ,38,54,0.50,2807.84
12/31/2020 ,38,55,0.74,2808.58
