"University of California Statewide Integrated Pest Management Program"
" "
"How to Manage Pests"
"Degree-Days: Custom Calculation"
" "
"Store results in comma delimited data file format"
" "
"=----------------------------------------------------------------------------------"
" "
"   Lower/upper threshold: 50/70°F"
"   Calculation/upper cutoff method: double triangle/vertical"
" "
"   Temperature data file: "
"   Time period: 1/1/2020 to 12/31/2020, retrieved on August 2, 2022 (366 days)"
" "
"       To save this text, you can:"
"       Select SAVE AS and TEXT from the top menu of your browser, or"
"       copy and paste the data to a new document in a word processor"
"       and save it as text."
" "
" "
"=----------------------------------------------------------------------------------"
" "
"Variable   Description                   Units"
"   1       Date"
"   2       Temperature, minimum          °F"
"   3       Temperature, maximum          °F"
"   4       Daily degree-days"
"   5       Accumulated degree-days"
" "
"Date","Temp min","Temp max","Daily DD","Accumulated DD"
8/12/2020  ,57,97,4.22,1094.27
8/13/2020  ,60,97,2.03,1096.30
8/14/2020  ,71,103,0.54,1096.84
8/15/2020  ,68,107,2.08,1098.92
8/16/2020  ,60,96,4.24,1103.16
8/17/2020  ,59,95,2.22,1105.38
8/18/2020  ,71,102,0.00,1105.38
8/19/2020  ,71,97,1.83,1107.21
8/20/2020  ,62,85,5.85,1113.06
8/21/2020  ,59,91,3.65,1116.71
8/22/2020  ,67,97,2.86,1119.57
8/23/2020  ,61,97,2.86,1122.43
8/24/2020  ,67,96,3.17,1125.60
8/25/2020  ,58,94,4.67,1130.26
8/26/2020  ,58,95,4.61,1134.88
8/27/2020  ,54,92,4.94,1139.82
8/28/2020  ,59,94,4.39,1144.21
8/29/2020  ,61,94,4.32,1148.53
8/30/2020  ,60,91,4.84,1153.37
8/31/2020  ,60,96,4.17,1157.54
9/1/2020   ,60,93,4.55,1162.08
9/2/2020   ,60,87,5.70,1167.79
9/3/2020   ,57,95,4.62,1172.40
9/4/2020   ,57,98,4.11,1176.52
9/5/2020   ,60,95,3.13,1179.65
9/6/2020   ,67,105,2.52,1182.17
9/7/2020   ,58,93,4.80,1186.97
9/8/2020   ,58,93,4.75,1191.71
9/9/2020   ,59,86,5.98,1197.69
9/10/2020  ,55,80,7.37,1205.06
9/11/2020  ,53,86,5.96,1211.02
9/12/2020  ,58,92,5.00,1216.03
9/13/2020  ,55,88,5.64,1221.67
9/14/2020  ,58,90,5.28,1226.95
9/15/2020  ,57,90,5.26,1232.22
9/16/2020  ,52,90,5.21,1237.43
9/17/2020  ,52,91,4.96,1242.39
9/18/2020  ,60,83,6.62,1249.01
9/19/2020  ,58,86,6.02,1255.03
9/20/2020  ,55,90,5.35,1260.38
9/21/2020  ,54,90,5.17,1265.54
9/22/2020  ,60,90,5.18,1270.72
9/23/2020  ,55,90,4.82,1275.54
9/24/2020  ,63,89,4.94,1280.48
9/25/2020  ,53,85,6.17,1286.64
9/26/2020  ,58,90,2.63,1289.27
9/27/2020  ,72,95,0.38,1289.64
9/28/2020  ,69,97,2.58,1292.22
9/29/2020  ,55,94,4.80,1297.02
9/30/2020  ,56,100,3.75,1300.77
10/1/2020  ,62,93,4.50,1305.28
10/2/2020  ,57,90,5.34,1310.61
10/3/2020  ,55,86,6.02,1316.64
10/4/2020  ,54,83,6.43,1323.06
10/5/2020  ,51,92,4.87,1327.93
10/6/2020  ,51,93,4.75,1332.68
10/7/2020  ,51,88,5.45,1338.13
10/8/2020  ,52,78,7.72,1345.84
10/9/2020  ,53,84,6.39,1352.23
10/10/2020 ,55,76,8.93,1361.16
10/11/2020 ,55,83,6.47,1367.62
10/12/2020 ,51,87,5.40,1373.03
10/13/2020 ,49,90,5.10,1378.12
10/14/2020 ,57,93,3.50,1381.63
10/15/2020 ,67,91,3.70,1385.33
10/16/2020 ,58,93,4.84,1390.18
10/17/2020 ,53,93,4.82,1394.99
10/18/2020 ,51,91,5.03,1400.03
10/19/2020 ,52,89,5.35,1405.38
10/20/2020 ,52,90,5.25,1410.62
10/21/2020 ,53,89,5.22,1415.84
10/22/2020 ,49,79,5.96,1421.80
10/23/2020 ,41,80,5.34,1427.15
10/24/2020 ,44,76,6.70,1433.84
10/25/2020 ,48,70,10.55,1444.39
10/26/2020 ,54,73,8.39,1452.77
10/27/2020 ,43,78,5.24,1458.01
10/28/2020 ,36,76,5.13,1463.14
10/29/2020 ,38,80,4.88,1468.03
10/30/2020 ,40,79,5.20,1473.22
10/31/2020 ,41,80,5.06,1478.28
11/1/2020  ,40,79,5.51,1483.79
11/2/2020  ,45,83,5.01,1488.80
11/3/2020  ,41,78,5.56,1494.36
11/4/2020  ,43,79,5.63,1500.00
11/5/2020  ,44,81,5.73,1505.73
11/6/2020  ,48,71,8.35,1514.08
11/7/2020  ,46,71,8.35,1522.43
11/8/2020  ,48,59,2.68,1525.11
11/9/2020  ,35,58,1.25,1526.36
11/10/2020 ,29,63,3.59,1529.95
11/11/2020 ,45,67,5.19,1535.13
11/12/2020 ,29,63,3.36,1538.49
11/13/2020 ,43,57,1.49,1539.98
11/14/2020 ,37,61,2.47,1542.45
11/15/2020 ,36,69,5.65,1548.09
11/16/2020 ,38,68,5.94,1554.03
11/17/2020 ,43,64,4.67,1558.70
11/18/2020 ,43,65,5.00,1563.70
11/19/2020 ,42,63,3.58,1567.28
11/20/2020 ,36,66,4.80,1572.08
11/21/2020 ,42,63,3.33,1575.41
11/22/2020 ,31,65,3.59,1579.00
11/23/2020 ,36,66,4.50,1583.51
11/24/2020 ,39,65,4.51,1588.02
11/25/2020 ,41,63,5.42,1593.44
11/26/2020 ,51,63,4.96,1598.39
11/27/2020 ,34,62,2.38,1600.77
11/28/2020 ,29,64,2.80,1603.57
11/29/2020 ,29,64,2.84,1606.41
11/30/2020 ,30,67,4.53,1610.94
12/1/2020  ,39,61,2.38,1613.33
12/2/2020  ,31,69,5.38,1618.71
12/3/2020  ,39,60,2.12,1620.83
12/4/2020  ,33,69,4.88,1625.71
12/5/2020  ,31,62,2.60,1628.31
12/6/2020  ,37,67,8.41,1636.72
12/7/2020  ,57,72,8.63,1645.35
12/8/2020  ,36,69,5.96,1651.30
12/9/2020  ,41,60,2.79,1654.09
12/10/2020 ,43,69,6.48,1660.57
12/11/2020 ,39,55,0.84,1661.41
12/12/2020 ,41,57,1.58,1662.99
12/13/2020 ,42,54,0.56,1663.55
12/14/2020 ,36,58,1.49,1665.03
12/15/2020 ,37,56,0.95,1665.98
12/16/2020 ,37,55,0.83,1666.81
12/17/2020 ,42,59,2.07,1668.88
12/18/2020 ,36,56,0.81,1669.69
12/19/2020 ,31,58,1.35,1671.05
12/20/2020 ,37,53,0.24,1671.29
12/21/2020 ,31,50,0.00,1671.29
12/22/2020 ,38,60,2.03,1673.32
12/23/2020 ,32,55,0.53,1673.85
12/24/2020 ,31,55,0.61,1674.46
12/25/2020 ,37,54,0.60,1675.06
12/26/2020 ,43,61,2.89,1677.95
12/27/2020 ,36,54,0.47,1678.42
12/28/2020 ,38,54,0.50,1678.92
12/29/2020 ,38,54,0.50,1679.42
12/30/2020 ,38,54,0.50,1679.92
12/31/2020 ,38,55,0.74,1680.65
