"University of California Statewide Integrated Pest Management Program"
" "
"How to Manage Pests"
"Degree-Days: Custom Calculation"
" "
"Store results in comma delimited data file format"
" "
"=----------------------------------------------------------------------------------"
" "
"   Lower/upper threshold: 50/70°F"
"   Calculation/upper cutoff method: double triangle/horizontal"
" "
"   Temperature data file: "
"   Time period: 1/1/2020 to 12/31/2020, retrieved on August 2, 2022 (366 days)"
" "
"       To save this text, you can:"
"       Select SAVE AS and TEXT from the top menu of your browser, or"
"       copy and paste the data to a new document in a word processor"
"       and save it as text."
" "
" "
"=----------------------------------------------------------------------------------"
" "
"Variable   Description                   Units"
"   1       Date"
"   2       Temperature, minimum          °F"
"   3       Temperature, maximum          °F"
"   4       Daily degree-days"
"   5       Accumulated degree-days"
" "
"Date","Temp min","Temp max","Daily DD","Accumulated DD"
8/9/2020   ,62,98,19.29,2482.51
8/10/2020  ,64,99,19.21,2501.72
8/11/2020  ,61,93,18.19,2519.91
8/12/2020  ,57,97,18.27,2538.18
8/13/2020  ,60,97,19.32,2557.51
8/14/2020  ,71,103,19.97,2577.48
8/15/2020  ,68,107,19.44,2596.92
8/16/2020  ,60,96,18.49,2615.41
8/17/2020  ,59,95,19.16,2634.57
8/18/2020  ,71,102,20.00,2654.57
8/19/2020  ,71,97,19.54,2674.11
8/20/2020  ,62,85,18.14,2692.25
8/21/2020  ,59,91,18.96,2711.21
8/22/2020  ,67,97,19.36,2730.58
8/23/2020  ,61,97,19.36,2749.94
8/24/2020  ,67,96,18.98,2768.91
8/25/2020  ,58,94,18.00,2786.91
8/26/2020  ,58,95,17.47,2804.38
8/27/2020  ,54,92,17.40,2821.78
8/28/2020  ,59,94,18.52,2840.30
8/29/2020  ,61,94,18.65,2858.95
8/30/2020  ,60,91,18.39,2877.34
8/31/2020  ,60,96,18.61,2895.95
9/1/2020   ,60,93,18.48,2914.43
9/2/2020   ,60,87,17.67,2932.10
9/3/2020   ,57,95,17.78,2949.88
9/4/2020   ,57,98,18.31,2968.19
9/5/2020   ,60,95,19.21,2987.39
9/6/2020   ,67,105,19.17,3006.57
9/7/2020   ,58,93,17.94,3024.51
9/8/2020   ,58,93,18.08,3042.59
9/9/2020   ,59,86,17.07,3059.66
9/10/2020  ,55,80,15.07,3074.73
9/11/2020  ,53,86,16.52,3091.26
9/12/2020  ,58,92,17.42,3108.68
9/13/2020  ,55,88,17.10,3125.77
9/14/2020  ,58,90,17.59,3143.37
9/15/2020  ,57,90,16.59,3159.96
9/16/2020  ,52,90,15.74,3175.69
9/17/2020  ,52,91,17.12,3192.81
9/18/2020  ,60,83,17.47,3210.28
9/19/2020  ,58,86,16.90,3227.18
9/20/2020  ,55,90,16.62,3243.80
9/21/2020  ,54,90,17.39,3261.19
9/22/2020  ,60,90,17.56,3278.75
9/23/2020  ,55,90,17.94,3296.68
9/24/2020  ,63,89,17.52,3314.21
9/25/2020  ,53,85,16.41,3330.62
9/26/2020  ,58,90,18.88,3349.49
9/27/2020  ,72,95,19.99,3369.48
9/28/2020  ,69,97,18.65,3388.13
9/29/2020  ,55,94,17.27,3405.40
9/30/2020  ,56,100,18.47,3423.87
10/1/2020  ,62,93,18.31,3442.18
10/2/2020  ,57,90,17.11,3459.29
10/3/2020  ,55,86,16.19,3475.47
10/4/2020  ,54,83,14.97,3490.45
10/5/2020  ,51,92,15.60,3506.05
10/6/2020  ,51,93,15.70,3521.75
10/7/2020  ,51,88,15.31,3537.06
10/8/2020  ,52,78,13.99,3551.05
10/9/2020  ,53,84,15.73,3566.78
10/10/2020 ,55,76,14.64,3581.43
10/11/2020 ,55,83,15.17,3596.60
10/12/2020 ,51,87,14.60,3611.19
10/13/2020 ,49,90,16.04,3627.23
10/14/2020 ,57,93,18.74,3645.97
10/15/2020 ,67,91,18.82,3664.79
10/16/2020 ,58,93,17.17,3681.95
10/17/2020 ,53,93,16.04,3698.00
10/18/2020 ,51,91,15.67,3713.66
10/19/2020 ,52,89,15.62,3729.29
10/20/2020 ,52,90,15.92,3745.20
10/21/2020 ,53,89,15.24,3760.44
10/22/2020 ,49,79,11.33,3771.78
10/23/2020 ,41,80,10.68,3782.46
10/24/2020 ,44,76,10.71,3793.18
10/25/2020 ,48,70,10.55,3803.72
10/26/2020 ,54,73,10.96,3814.69
10/27/2020 ,43,78,9.43,3824.11
10/28/2020 ,36,76,8.21,3832.32
10/29/2020 ,38,80,9.76,3842.09
10/30/2020 ,40,79,9.87,3851.96
10/31/2020 ,41,80,10.13,3862.09
11/1/2020  ,40,79,10.46,3872.55
11/2/2020  ,45,83,11.53,3884.08
11/3/2020  ,41,78,10.01,3894.08
11/4/2020  ,43,79,10.71,3904.79
11/5/2020  ,44,81,12.04,3916.83
11/6/2020  ,48,71,9.18,3926.01
11/7/2020  ,46,71,9.18,3935.19
11/8/2020  ,48,59,2.68,3937.88
11/9/2020  ,35,58,1.25,3939.13
11/10/2020 ,29,63,3.59,3942.72
11/11/2020 ,45,67,5.19,3947.90
11/12/2020 ,29,63,3.36,3951.26
11/13/2020 ,43,57,1.49,3952.74
11/14/2020 ,37,61,2.47,3955.21
11/15/2020 ,36,69,5.65,3960.86
11/16/2020 ,38,68,5.94,3966.80
11/17/2020 ,43,64,4.67,3971.47
11/18/2020 ,43,65,5.00,3976.47
11/19/2020 ,42,63,3.58,3980.05
11/20/2020 ,36,66,4.80,3984.85
11/21/2020 ,42,63,3.33,3988.18
11/22/2020 ,31,65,3.59,3991.77
11/23/2020 ,36,66,4.50,3996.28
11/24/2020 ,39,65,4.51,4000.78
11/25/2020 ,41,63,5.42,4006.20
11/26/2020 ,51,63,4.96,4011.16
11/27/2020 ,34,62,2.38,4013.54
11/28/2020 ,29,64,2.80,4016.34
11/29/2020 ,29,64,2.84,4019.18
11/30/2020 ,30,67,4.53,4023.71
12/1/2020  ,39,61,2.38,4026.10
12/2/2020  ,31,69,5.38,4031.48
12/3/2020  ,39,60,2.12,4033.59
12/4/2020  ,33,69,4.88,4038.48
12/5/2020  ,31,62,2.60,4041.08
12/6/2020  ,37,67,8.41,4049.49
12/7/2020  ,57,72,10.52,4060.00
12/8/2020  ,36,69,5.96,4065.96
12/9/2020  ,41,60,2.79,4068.75
12/10/2020 ,43,69,6.48,4075.23
12/11/2020 ,39,55,0.84,4076.06
12/12/2020 ,41,57,1.58,4077.65
12/13/2020 ,42,54,0.56,4078.20
12/14/2020 ,36,58,1.49,4079.69
12/15/2020 ,37,56,0.95,4080.64
12/16/2020 ,37,55,0.83,4081.47
12/17/2020 ,42,59,2.07,4083.54
12/18/2020 ,36,56,0.81,4084.35
12/19/2020 ,31,58,1.35,4085.70
12/20/2020 ,37,53,0.24,4085.95
12/21/2020 ,31,50,0.00,4085.95
12/22/2020 ,38,60,2.03,4087.97
12/23/2020 ,32,55,0.53,4088.51
12/24/2020 ,31,55,0.61,4089.11
12/25/2020 ,37,54,0.60,4089.71
12/26/2020 ,43,61,2.89,4092.60
12/27/2020 ,36,54,0.47,4093.08
12/28/2020 ,38,54,0.50,4093.58
12/29/2020 ,38,54,0.50,4094.08
12/30/2020 ,38,54,0.50,4094.58
12/31/2020 ,38,55,0.74,4095.31
